user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
589,2025-02-04T00:00:00Z,22860,3605.56,2.99,1386,10.4,142,None,Fog,Office,Happy
169,2025-02-28T00:00:00Z,12291,3262.9,4.55,1396,0.5,96,None,Rain,Gym,Neutral
722,2023-11-23T00:00:00Z,4790,3309.43,0.42,643,3.5,176,Cycling,Rain,Home,Tired
276,2024-07-24T00:00:00Z,28975,3318.99,18.74,332,9.2,101,Cycling,Clear,Park,Stressed
727,2025-01-05T00:00:00Z,16472,2634.36,2.58,1098,10.7,66,Gym Workout,Fog,Home,Stressed
454,2023-10-09T00:00:00Z,18604,3647.26,15.72,1421,6.2,170,Gym Workout,Clear,Gym,Neutral
451,2025-08-19T00:00:00Z,26324,2740.26,5.93,73,3.3,100,Yoga,Rain,Gym,Tired
421,2024-12-02T00:00:00Z,18644,2642.61,16.31,921,6.5,103,Cycling,Fog,Office,Neutral
689,2023-10-04T00:00:00Z,11138,2936.83,15.85,187,0.7,140,Running,Snow,Gym,Happy
756,2023-05-04T00:00:00Z,27552,1796.66,0.05,1402,9.6,155,Cycling,Clear,Other,Neutral
254,2025-02-05T00:00:00Z,25293,3077.19,13.77,159,8.0,104,Running,Clear,Office,Neutral
557,2025-09-16T00:00:00Z,24271,3537.0,7.42,1056,4.7,92,None,Rain,Other,Stressed
678,2025-07-17T00:00:00Z,17120,2822.81,11.12,1183,9.8,168,None,Fog,Office,Neutral
814,2025-09-24T00:00:00Z,22103,1839.36,0.41,1414,5.6,68,Swimming,Fog,Park,Neutral
191,2025-07-19T00:00:00Z,3406,3688.5,15.25,224,4.4,152,Gym Workout,Clear,Other,Neutral
848,2023-10-11T00:00:00Z,28783,1990.55,9.95,255,1.1,89,Gym Workout,Rain,Park,Happy
977,2024-02-06T00:00:00Z,970,1915.82,17.58,200,5.3,74,Gym Workout,Clear,Gym,Neutral
19,2023-02-01T00:00:00Z,22598,3743.58,13.01,269,3.1,148,Running,Rain,Home,Tired
153,2025-04-17T00:00:00Z,2887,2652.46,18.88,541,7.3,92,Swimming,Snow,Gym,Happy
370,2025-06-14T00:00:00Z,9620,1704.64,11.18,403,3.3,87,Cycling,Fog,Other,Neutral
509,2024-06-18T00:00:00Z,28281,3255.89,0.51,1261,3.2,175,Swimming,Rain,Home,Tired
526,2024-04-30T00:00:00Z,6488,3919.72,10.87,124,0.6,96,Gym Workout,Clear,Gym,Tired
509,2025-04-28T00:00:00Z,12396,2339.54,0.74,985,4.1,107,Walking,Fog,Park,Tired
320,2025-06-30T00:00:00Z,10506,2628.99,12.2,365,3.4,86,Cycling,Fog,Office,Tired
131,2024-05-18T00:00:00Z,14271,3148.44,17.22,607,11.9,163,Running,Snow,Park,Neutral
951,2023-01-04T00:00:00Z,2131,2425.08,9.74,467,7.7,106,Gym Workout,Rain,Park,Neutral
768,2023-01-16T00:00:00Z,26348,3453.24,4.35,325,3.7,102,Yoga,Fog,Office,Happy
626,2023-01-13T00:00:00Z,2044,2388.13,1.67,196,0.7,66,None,Fog,Office,Stressed
253,2025-04-23T00:00:00Z,24704,2697.06,7.99,616,5.0,98,None,Fog,Gym,Happy
111,2023-03-08T00:00:00Z,27859,2430.34,19.87,212,6.4,164,None,Rain,Gym,Happy
662,2023-03-16T00:00:00Z,26478,1594.74,3.67,1276,11.2,89,None,Clear,Other,Stressed
995,2024-04-20T00:00:00Z,13429,3777.18,16.6,135,0.5,110,Walking,Rain,Park,Neutral
190,2025-02-11T00:00:00Z,5035,1944.95,4.75,414,3.4,117,None,Snow,Office,Stressed
777,2024-12-11T00:00:00Z,1728,2731.81,19.56,651,10.0,143,Yoga,Rain,Home,Stressed
293,2024-03-02T00:00:00Z,12729,1889.11,18.92,1170,9.0,162,Running,Clear,Park,Tired
914,2023-10-05T00:00:00Z,4838,3625.77,7.65,43,3.9,151,Gym Workout,Fog,Gym,Neutral
250,2024-09-21T00:00:00Z,14311,1850.25,10.42,30,8.0,107,Gym Workout,Rain,Office,Happy
487,2023-03-06T00:00:00Z,26350,2600.38,12.79,51,10.9,155,Swimming,Fog,Home,Happy
27,2024-04-20T00:00:00Z,17737,2751.44,2.37,598,1.3,75,Yoga,Fog,Home,Neutral
664,2023-04-10T00:00:00Z,8195,3480.94,6.59,460,5.9,130,Cycling,Clear,Other,Happy
575,2023-01-18T00:00:00Z,23271,3221.44,4.57,102,10.5,146,None,Clear,Other,Stressed
837,2025-08-28T00:00:00Z,19463,2495.26,8.02,850,10.4,97,Walking,Clear,Other,Tired
868,2023-04-03T00:00:00Z,16210,3803.42,11.82,834,8.6,155,Cycling,Rain,Other,Happy
894,2023-06-04T00:00:00Z,1047,2453.87,13.55,1325,4.8,152,Cycling,Snow,Other,Neutral
980,2024-11-17T00:00:00Z,21460,2359.38,3.67,680,0.5,153,None,Rain,Other,Neutral
125,2024-11-13T00:00:00Z,29315,1590.73,15.28,1348,4.6,140,Yoga,Snow,Park,Tired
288,2025-08-07T00:00:00Z,19927,3976.01,17.47,605,8.3,145,Gym Workout,Rain,Home,Happy
105,2024-10-18T00:00:00Z,10425,2093.89,3.9,724,6.9,122,Running,Snow,Home,Happy
264,2025-01-24T00:00:00Z,19402,2280.98,1.43,569,5.9,163,Cycling,Clear,Gym,Neutral
866,2024-05-23T00:00:00Z,2763,3251.99,1.78,1420,1.7,168,Swimming,Fog,Park,Happy
469,2023-08-15T00:00:00Z,24886,1987.83,17.05,1275,11.9,131,Walking,Clear,Other,Neutral
335,2024-12-27T00:00:00Z,29044,3356.86,14.8,1428,6.3,156,Running,Snow,Office,Stressed
167,2023-09-19T00:00:00Z,2104,3338.08,15.26,550,1.8,125,Running,Fog,Gym,Happy
681,2024-02-02T00:00:00Z,20605,2186.0,16.16,967,7.6,109,Walking,Fog,Gym,Neutral
800,2025-02-09T00:00:00Z,22181,2387.27,11.8,968,4.5,179,Gym Workout,Rain,Office,Tired
588,2025-04-26T00:00:00Z,20845,3452.41,6.35,720,4.8,72,Yoga,Clear,Home,Stressed
594,2024-02-18T00:00:00Z,18941,3690.05,16.78,1409,3.7,86,Gym Workout,Snow,Gym,Stressed
554,2024-03-24T00:00:00Z,797,2583.54,16.91,784,3.0,109,Swimming,Fog,Other,Stressed
550,2023-05-01T00:00:00Z,6928,2127.78,10.08,377,3.7,113,Gym Workout,Clear,Office,Neutral
756,2024-05-07T00:00:00Z,26483,3863.14,15.01,73,3.1,172,Running,Snow,Gym,Stressed
887,2024-07-29T00:00:00Z,17431,2168.74,9.0,1103,4.8,165,Swimming,Fog,Office,Happy
638,2024-09-09T00:00:00Z,25367,1923.83,9.16,1147,9.0,67,None,Snow,Gym,Neutral
163,2025-01-27T00:00:00Z,6181,1730.46,17.46,1062,1.2,83,Yoga,Clear,Office,Happy
101,2024-04-30T00:00:00Z,29567,2220.0,7.97,230,10.8,67,Gym Workout,Snow,Office,Tired
5,2024-05-12T00:00:00Z,9702,2602.13,9.45,604,2.3,86,Walking,Fog,Home,Tired
345,2025-02-27T00:00:00Z,17261,2626.0,12.1,1393,6.5,169,Yoga,Fog,Home,Happy
957,2025-06-19T00:00:00Z,8845,1731.8,9.05,448,8.5,69,Gym Workout,Fog,Other,Stressed
559,2025-01-22T00:00:00Z,18946,3069.88,2.3,1429,5.8,135,Gym Workout,Fog,Office,Tired
307,2025-07-16T00:00:00Z,4896,2895.47,14.16,43,7.2,153,Running,Clear,Gym,Happy
601,2023-02-07T00:00:00Z,25732,2505.84,8.91,1065,11.2,161,Yoga,Rain,Park,Tired
978,2023-05-04T00:00:00Z,8334,2520.21,1.58,208,7.4,99,Gym Workout,Clear,Other,Stressed
906,2024-09-23T00:00:00Z,13355,1649.68,4.09,42,0.4,63,Yoga,Fog,Home,Tired
821,2024-08-03T00:00:00Z,29837,2385.76,7.75,415,5.2,63,Walking,Fog,Office,Happy
632,2025-09-22T00:00:00Z,20094,3415.34,6.83,1133,8.8,76,Walking,Snow,Home,Neutral
525,2024-09-30T00:00:00Z,22433,2460.64,12.8,1242,4.4,110,Running,Snow,Home,Stressed
661,2024-09-24T00:00:00Z,23447,3555.0,6.56,752,10.1,132,Cycling,Clear,Office,Stressed
843,2024-04-29T00:00:00Z,24764,3084.25,8.17,425,10.7,76,Gym Workout,Fog,Office,Stressed
704,2025-03-16T00:00:00Z,1785,3638.11,3.17,1346,9.9,133,Gym Workout,Fog,Gym,Neutral
869,2024-06-26T00:00:00Z,15399,2621.84,15.71,246,1.9,144,Swimming,Fog,Home,Stressed
20,2025-04-17T00:00:00Z,3845,2143.27,12.24,701,5.5,149,Gym Workout,Clear,Park,Happy
353,2023-01-20T00:00:00Z,1163,2942.97,4.07,609,7.0,147,Walking,Rain,Gym,Happy
566,2023-12-25T00:00:00Z,23424,3211.74,11.98,731,4.3,107,Cycling,Fog,Park,Happy
796,2025-03-03T00:00:00Z,8742,2088.2,12.93,1381,9.9,178,Walking,Clear,Office,Stressed
106,2023-01-17T00:00:00Z,27626,3323.13,5.28,807,10.2,148,Swimming,Fog,Gym,Tired
137,2023-03-23T00:00:00Z,7555,2502.34,11.53,982,6.2,110,Running,Clear,Office,Neutral
560,2023-09-05T00:00:00Z,21974,3907.72,15.15,1396,7.5,62,Swimming,Snow,Office,Stressed
686,2023-04-08T00:00:00Z,2650,1924.62,16.09,1306,9.1,79,Cycling,Snow,Home,Tired
382,2025-04-30T00:00:00Z,27375,2618.15,9.91,286,10.4,162,Cycling,Snow,Office,Stressed
251,2024-11-21T00:00:00Z,26496,2678.79,19.81,1026,0.8,177,Swimming,Fog,Gym,Tired
454,2025-02-24T00:00:00Z,17032,2578.44,16.68,791,6.8,131,Cycling,Rain,Office,Tired
231,2025-05-05T00:00:00Z,19714,2948.67,15.03,561,4.9,177,Cycling,Snow,Office,Tired
94,2024-10-12T00:00:00Z,29576,1713.3,7.48,1355,6.6,136,Cycling,Rain,Park,Stressed
57,2024-08-28T00:00:00Z,29493,3413.78,10.88,1400,1.1,173,Running,Fog,Park,Happy
843,2025-03-14T00:00:00Z,12982,2483.92,15.48,929,4.1,147,Cycling,Rain,Gym,Neutral
218,2024-12-20T00:00:00Z,23272,1871.66,4.97,1396,7.8,74,Gym Workout,Fog,Office,Stressed
364,2025-06-16T00:00:00Z,20418,3979.79,12.82,581,11.2,127,Cycling,Fog,Gym,Tired
474,2023-04-05T00:00:00Z,6027,3377.31,16.54,1083,2.1,136,Cycling,Clear,Park,Stressed
140,2023-12-05T00:00:00Z,17432,3213.93,14.26,593,6.9,71,Cycling,Rain,Park,Neutral
211,2023-09-09T00:00:00Z,12542,1979.09,9.5,329,0.6,115,Walking,Clear,Other,Happy
952,2023-08-15T00:00:00Z,21081,2739.26,4.77,902,5.1,97,Swimming,Snow,Home,Neutral
485,2023-01-20T00:00:00Z,27848,2711.51,4.46,1340,8.7,128,Yoga,Rain,Gym,Stressed
53,2025-02-12T00:00:00Z,17988,3858.81,6.34,764,9.6,69,Cycling,Fog,Office,Neutral
855,2024-11-07T00:00:00Z,19975,3287.63,8.53,889,9.1,131,Cycling,Rain,Other,Neutral
862,2023-09-13T00:00:00Z,15191,2874.15,5.15,499,6.9,80,Running,Clear,Home,Stressed
674,2024-07-02T00:00:00Z,16634,3524.55,8.6,1158,8.9,75,Gym Workout,Snow,Home,Happy
871,2023-09-25T00:00:00Z,21579,3036.59,4.64,1236,3.1,91,Yoga,Rain,Office,Stressed
586,2023-12-02T00:00:00Z,6305,2616.02,8.36,706,3.0,107,Walking,Rain,Office,Stressed
722,2025-01-30T00:00:00Z,18060,3712.82,16.9,494,4.2,89,Yoga,Snow,Home,Neutral
678,2024-12-27T00:00:00Z,26944,2823.3,0.16,1085,6.7,113,Walking,Snow,Gym,Tired
334,2024-10-31T00:00:00Z,950,2734.73,1.62,1321,0.4,111,None,Snow,Other,Tired
379,2024-12-01T00:00:00Z,22933,2393.91,5.71,812,5.7,150,Cycling,Snow,Home,Neutral
605,2025-01-20T00:00:00Z,20859,3126.79,5.84,752,11.2,116,Cycling,Fog,Office,Tired
243,2023-10-10T00:00:00Z,5501,3267.27,12.28,759,4.1,101,Running,Fog,Office,Stressed
240,2024-06-28T00:00:00Z,2984,3998.46,5.04,186,2.1,178,Walking,Rain,Home,Stressed
29,2025-05-07T00:00:00Z,3258,3158.26,17.71,1352,6.3,114,None,Fog,Home,Happy
986,2023-11-22T00:00:00Z,11700,3312.87,16.17,1255,4.3,163,Walking,Snow,Park,Stressed
488,2024-05-11T00:00:00Z,24858,1926.43,0.18,11,4.5,114,None,Snow,Office,Stressed
466,2024-03-16T00:00:00Z,12894,1523.16,17.08,1241,6.4,159,Swimming,Snow,Other,Neutral
424,2024-05-20T00:00:00Z,4205,1846.04,15.66,522,11.5,75,Walking,Rain,Gym,Neutral
266,2024-03-26T00:00:00Z,14922,3152.48,18.52,763,2.9,162,Running,Snow,Home,Stressed
159,2023-11-09T00:00:00Z,11902,2921.19,11.45,1199,8.6,157,Running,Rain,Gym,Neutral
243,2023-04-14T00:00:00Z,3613,3502.04,2.62,21,8.9,137,None,Rain,Other,Neutral
639,2023-06-09T00:00:00Z,27083,1855.77,0.88,249,4.2,122,Running,Clear,Office,Stressed
202,2023-09-16T00:00:00Z,9636,2993.03,19.59,830,9.4,81,None,Clear,Gym,Tired
928,2023-07-17T00:00:00Z,24813,1521.41,17.55,581,5.1,161,None,Clear,Home,Neutral
678,2024-01-18T00:00:00Z,11916,2904.71,5.16,1239,0.7,144,Gym Workout,Fog,Other,Tired
9,2025-08-25T00:00:00Z,10659,2567.15,19.16,524,9.0,109,Yoga,Rain,Office,Neutral
785,2023-11-03T00:00:00Z,10325,1776.79,10.93,343,8.3,85,Yoga,Clear,Home,Stressed
650,2025-03-13T00:00:00Z,798,2842.42,16.12,1168,4.3,177,Swimming,Fog,Home,Stressed
94,2024-01-29T00:00:00Z,17685,2697.86,14.26,4,11.2,90,Swimming,Fog,Home,Happy
691,2024-09-13T00:00:00Z,16667,3142.78,11.49,185,11.1,91,Running,Rain,Gym,Happy
300,2024-04-13T00:00:00Z,19066,2865.91,12.15,1082,3.6,125,Yoga,Rain,Gym,Tired
432,2025-07-10T00:00:00Z,17192,3585.53,13.0,119,2.4,110,Cycling,Fog,Office,Neutral
406,2024-12-02T00:00:00Z,2412,3512.43,4.2,1311,4.7,166,Yoga,Fog,Other,Stressed
644,2023-09-08T00:00:00Z,4629,3753.41,19.48,160,11.2,157,Gym Workout,Snow,Home,Stressed
774,2025-09-03T00:00:00Z,29365,2634.34,2.05,492,6.4,86,Yoga,Clear,Other,Neutral
686,2025-09-09T00:00:00Z,26223,3232.33,2.71,414,3.0,137,Swimming,Rain,Gym,Happy
685,2023-05-13T00:00:00Z,24824,2428.07,8.48,1409,10.7,88,Running,Rain,Home,Tired
745,2024-10-23T00:00:00Z,23599,1645.63,0.28,187,3.6,110,Yoga,Fog,Home,Happy
458,2024-09-20T00:00:00Z,14150,3145.52,3.65,56,9.0,127,Cycling,Rain,Home,Happy
80,2023-05-10T00:00:00Z,9487,3372.55,5.22,979,3.6,86,Swimming,Clear,Home,Stressed
549,2023-02-02T00:00:00Z,12980,2972.26,7.29,356,3.7,139,Gym Workout,Fog,Other,Neutral
929,2024-12-24T00:00:00Z,8232,2507.61,14.21,857,4.1,144,Swimming,Clear,Gym,Stressed
361,2023-02-27T00:00:00Z,7317,3292.0,12.52,130,3.2,146,Walking,Snow,Office,Tired
896,2024-02-06T00:00:00Z,8541,1697.99,6.66,1057,5.6,123,Walking,Clear,Gym,Stressed
719,2025-08-03T00:00:00Z,19799,3680.69,13.78,859,7.8,119,Gym Workout,Fog,Office,Stressed
979,2023-08-18T00:00:00Z,4043,3355.62,6.96,75,5.9,143,Running,Fog,Office,Tired
581,2024-05-27T00:00:00Z,20082,3467.5,18.25,427,4.1,134,None,Fog,Gym,Neutral
304,2023-06-14T00:00:00Z,19361,2165.9,10.86,556,2.7,83,Yoga,Clear,Other,Neutral
352,2025-05-03T00:00:00Z,28599,3464.78,0.91,679,7.7,153,Gym Workout,Clear,Home,Happy
188,2023-01-15T00:00:00Z,28669,2728.22,14.53,1383,1.4,115,Running,Rain,Office,Happy
344,2025-01-31T00:00:00Z,12580,3067.81,0.27,1017,4.5,85,Yoga,Fog,Other,Tired
853,2023-09-07T00:00:00Z,22637,3249.34,17.18,893,1.6,62,Running,Rain,Other,Stressed
157,2023-10-08T00:00:00Z,19098,1684.86,13.96,259,10.5,155,Gym Workout,Fog,Park,Neutral
409,2023-12-08T00:00:00Z,10547,2166.33,5.09,157,1.2,148,Walking,Clear,Other,Happy
103,2023-08-25T00:00:00Z,14867,2950.55,14.98,595,0.4,174,Swimming,Snow,Other,Neutral
204,2024-09-15T00:00:00Z,6286,3475.47,16.96,1165,1.4,91,Walking,Snow,Other,Tired
395,2023-01-05T00:00:00Z,20623,1943.86,16.35,1228,8.1,120,Swimming,Rain,Office,Happy
414,2023-11-18T00:00:00Z,26672,2785.84,9.76,1264,11.5,69,Running,Rain,Office,Happy
436,2024-09-15T00:00:00Z,3495,1856.38,14.58,1336,0.9,61,Yoga,Rain,Home,Tired
574,2024-05-12T00:00:00Z,29579,3922.64,18.82,70,0.5,123,Running,Snow,Park,Stressed
333,2023-08-02T00:00:00Z,27579,2411.12,18.99,827,1.0,69,Running,Rain,Other,Tired
965,2024-03-20T00:00:00Z,16871,2168.13,9.61,1360,11.2,167,None,Rain,Other,Neutral
193,2024-06-27T00:00:00Z,16083,3642.4,2.71,42,2.0,177,None,Snow,Other,Stressed
470,2023-09-18T00:00:00Z,20781,2448.53,8.8,1328,2.0,73,Running,Fog,Park,Tired
106,2024-09-10T00:00:00Z,206,2727.38,4.62,1098,1.7,168,Yoga,Rain,Other,Tired
288,2024-04-10T00:00:00Z,3632,3731.09,13.55,175,3.0,159,None,Fog,Home,Stressed
384,2025-01-07T00:00:00Z,2448,1856.4,3.61,1362,2.1,120,Cycling,Fog,Home,Tired
380,2024-06-16T00:00:00Z,23534,2484.05,0.88,654,11.4,158,Swimming,Snow,Park,Neutral
897,2025-05-13T00:00:00Z,6649,3867.03,8.7,792,2.3,137,Yoga,Clear,Office,Happy
852,2023-12-19T00:00:00Z,14240,3265.26,11.48,1158,8.7,120,Swimming,Rain,Home,Neutral
775,2025-04-15T00:00:00Z,2782,2085.68,3.61,828,4.1,102,Cycling,Snow,Gym,Happy
298,2025-02-23T00:00:00Z,1343,2565.72,5.09,544,11.1,105,Yoga,Snow,Gym,Tired
872,2024-04-02T00:00:00Z,13904,3721.67,12.62,1331,7.3,80,Swimming,Fog,Gym,Happy
719,2023-01-25T00:00:00Z,24766,1527.56,5.0,748,10.6,119,Walking,Clear,Office,Neutral
86,2024-01-16T00:00:00Z,26397,3452.79,0.83,39,3.7,129,Yoga,Clear,Home,Neutral
104,2023-02-12T00:00:00Z,28094,2943.74,16.55,96,6.8,95,None,Clear,Other,Tired
362,2025-07-27T00:00:00Z,5684,3850.18,6.54,707,2.7,163,Walking,Clear,Other,Tired
677,2025-02-18T00:00:00Z,15854,2066.07,8.55,196,4.3,79,Yoga,Fog,Gym,Stressed
637,2025-07-21T00:00:00Z,17969,2974.47,1.06,279,1.4,158,None,Rain,Home,Neutral
845,2024-01-24T00:00:00Z,11025,3313.31,18.17,125,10.0,127,Cycling,Clear,Home,Stressed
95,2024-06-07T00:00:00Z,22744,2932.85,0.16,39,8.9,104,Swimming,Clear,Gym,Stressed
823,2023-03-24T00:00:00Z,23220,1633.18,15.83,914,7.4,92,Yoga,Fog,Home,Happy
165,2024-12-15T00:00:00Z,5718,2823.38,15.09,1332,4.3,146,Gym Workout,Snow,Office,Stressed
980,2023-11-02T00:00:00Z,22896,1653.62,15.23,785,3.2,158,Running,Fog,Park,Stressed
102,2023-11-18T00:00:00Z,10346,1778.16,5.69,682,9.0,94,Cycling,Snow,Office,Neutral
379,2023-07-06T00:00:00Z,19397,3479.61,16.08,644,9.0,66,Running,Fog,Park,Happy
38,2024-08-10T00:00:00Z,5779,3935.04,12.78,1288,7.7,117,Cycling,Fog,Gym,Stressed
338,2025-02-17T00:00:00Z,14554,3502.08,6.76,97,10.8,133,Gym Workout,Clear,Office,Tired
814,2024-01-25T00:00:00Z,12120,2834.09,7.9,302,6.4,81,Gym Workout,Fog,Office,Neutral
882,2024-07-17T00:00:00Z,23846,1973.88,0.65,1324,2.1,109,None,Snow,Office,Tired
756,2024-09-28T00:00:00Z,4277,3233.58,1.16,1212,10.1,94,Gym Workout,Snow,Park,Stressed
271,2025-06-08T00:00:00Z,21578,3103.34,19.05,387,2.1,147,Running,Snow,Park,Stressed
367,2023-01-26T00:00:00Z,3153,3351.2,0.87,560,9.4,66,Cycling,Clear,Park,Neutral
77,2024-02-13T00:00:00Z,10708,2509.03,18.18,1344,11.5,97,Swimming,Fog,Home,Happy
334,2024-04-15T00:00:00Z,26119,2826.0,14.69,1315,4.2,130,Gym Workout,Fog,Office,Stressed
552,2024-07-18T00:00:00Z,9075,2147.97,11.71,1048,0.1,134,Cycling,Snow,Other,Neutral
689,2023-05-29T00:00:00Z,5260,3688.41,16.23,1185,2.5,119,None,Fog,Office,Tired
461,2025-02-18T00:00:00Z,23936,3811.74,13.88,375,5.3,118,None,Snow,Park,Tired
509,2023-07-17T00:00:00Z,22079,3475.84,10.19,1224,3.4,137,Walking,Rain,Other,Tired
148,2024-08-26T00:00:00Z,5684,3415.45,19.92,1117,0.1,178,None,Snow,Other,Stressed
389,2025-01-19T00:00:00Z,28998,2150.89,13.51,140,2.4,173,Running,Fog,Office,Happy
507,2023-04-23T00:00:00Z,1058,2214.61,9.05,481,0.3,81,Running,Fog,Other,Happy
393,2023-05-06T00:00:00Z,14511,3280.3,7.58,548,9.5,127,Walking,Fog,Gym,Happy
104,2024-05-26T00:00:00Z,18119,2440.55,15.15,1195,3.8,145,Cycling,Rain,Park,Tired
296,2023-02-06T00:00:00Z,8504,3381.03,19.8,991,1.8,98,Yoga,Rain,Office,Neutral
865,2023-01-21T00:00:00Z,29078,3471.95,8.09,219,7.9,137,Cycling,Snow,Home,Happy
274,2024-12-05T00:00:00Z,27259,1592.13,9.37,922,2.2,71,Cycling,Clear,Park,Stressed
659,2024-08-02T00:00:00Z,3711,2629.28,11.04,1131,11.8,66,None,Rain,Home,Tired
673,2024-06-13T00:00:00Z,2956,3969.39,15.38,1396,4.0,177,Running,Fog,Office,Happy
862,2024-08-02T00:00:00Z,4661,3406.81,19.36,21,2.7,84,Gym Workout,Clear,Other,Tired
259,2025-01-10T00:00:00Z,13518,2877.46,6.07,1172,4.3,136,Cycling,Clear,Office,Tired
818,2024-11-21T00:00:00Z,18055,1569.26,13.03,679,6.9,109,Yoga,Fog,Other,Tired
889,2023-02-24T00:00:00Z,28829,2027.0,15.67,1402,3.4,114,Swimming,Clear,Office,Happy
887,2023-08-19T00:00:00Z,27658,1794.23,6.07,666,11.3,113,Swimming,Rain,Office,Tired
691,2024-12-16T00:00:00Z,29687,2188.9,18.68,851,4.7,144,Gym Workout,Clear,Gym,Happy
935,2025-08-21T00:00:00Z,1965,1705.64,6.53,616,9.8,109,Running,Fog,Office,Stressed
506,2024-03-05T00:00:00Z,17803,1891.45,4.05,365,10.2,171,Swimming,Snow,Home,Neutral
966,2024-10-01T00:00:00Z,19723,3938.01,8.28,1281,10.8,67,Swimming,Snow,Park,Stressed
518,2025-01-14T00:00:00Z,17408,1968.65,14.23,1303,5.7,133,Cycling,Clear,Home,Neutral
83,2023-09-16T00:00:00Z,25287,1547.33,1.25,197,5.2,98,Yoga,Clear,Gym,Tired
249,2023-04-19T00:00:00Z,25687,3971.7,6.08,195,7.0,174,Yoga,Snow,Office,Neutral
704,2024-09-02T00:00:00Z,14804,3049.83,8.34,1179,0.8,106,Walking,Rain,Home,Tired
933,2023-01-03T00:00:00Z,7807,3070.01,2.15,1423,5.1,158,None,Rain,Other,Neutral
298,2025-09-10T00:00:00Z,15420,1759.26,4.72,1114,7.8,176,Gym Workout,Fog,Other,Neutral
707,2024-07-01T00:00:00Z,4965,3675.17,5.52,762,11.8,109,Yoga,Snow,Park,Happy
914,2025-05-30T00:00:00Z,17900,3234.15,3.9,559,1.5,167,Cycling,Rain,Park,Stressed
878,2024-01-19T00:00:00Z,29057,2175.58,11.24,812,7.8,98,Swimming,Snow,Other,Happy
329,2025-07-04T00:00:00Z,9753,3032.01,1.28,1203,0.6,120,Running,Clear,Other,Happy
912,2025-06-12T00:00:00Z,10359,3109.8,10.79,1283,6.1,157,Yoga,Rain,Home,Stressed
206,2025-06-18T00:00:00Z,20268,3794.86,17.71,790,11.4,73,Yoga,Rain,Office,Neutral
89,2024-11-13T00:00:00Z,26017,1581.02,3.07,1059,6.2,155,Gym Workout,Rain,Office,Happy
42,2023-11-11T00:00:00Z,18076,3316.0,17.66,443,2.5,118,Cycling,Fog,Office,Neutral
412,2024-02-14T00:00:00Z,29257,1645.71,7.67,1340,5.0,129,Cycling,Clear,Park,Stressed
946,2025-06-21T00:00:00Z,17609,2819.42,19.66,1436,11.3,174,None,Rain,Gym,Tired
481,2025-08-24T00:00:00Z,3583,3101.34,19.72,735,3.1,171,Cycling,Rain,Park,Tired
203,2025-06-28T00:00:00Z,23635,2366.38,7.06,706,8.5,143,Walking,Rain,Home,Stressed
750,2023-07-24T00:00:00Z,16164,2179.97,4.65,1350,11.5,135,Swimming,Snow,Home,Stressed
689,2024-03-17T00:00:00Z,11160,3525.76,12.23,1240,3.7,110,Swimming,Fog,Gym,Neutral
423,2023-12-20T00:00:00Z,6259,2085.81,14.02,734,11.4,101,Gym Workout,Rain,Gym,Neutral
454,2025-02-27T00:00:00Z,25786,3577.07,4.53,1176,1.3,101,Gym Workout,Fog,Park,Tired
728,2023-05-24T00:00:00Z,5595,3573.3,4.8,866,9.0,154,Yoga,Snow,Home,Neutral
47,2023-01-29T00:00:00Z,22427,2388.86,9.8,1245,5.8,72,Walking,Rain,Gym,Neutral
427,2025-06-28T00:00:00Z,1102,3782.65,15.33,469,11.3,178,Swimming,Fog,Office,Stressed
76,2025-05-09T00:00:00Z,21388,2251.52,11.99,123,7.8,146,None,Snow,Office,Neutral
252,2023-10-02T00:00:00Z,13141,2154.55,1.38,214,10.2,120,Swimming,Fog,Other,Stressed
806,2023-02-04T00:00:00Z,24582,2020.07,3.27,1269,9.0,68,Walking,Rain,Gym,Happy
637,2023-04-02T00:00:00Z,25673,1683.27,15.91,784,8.3,140,Swimming,Snow,Office,Tired
620,2024-04-27T00:00:00Z,20337,2343.72,19.41,567,2.5,164,Cycling,Rain,Other,Stressed
334,2025-03-29T00:00:00Z,8182,3176.65,7.89,759,5.5,163,Walking,Snow,Office,Tired
531,2024-04-29T00:00:00Z,7213,2276.89,5.1,481,5.3,107,Yoga,Snow,Gym,Tired
219,2024-12-13T00:00:00Z,2717,1853.2,11.41,296,5.0,118,Walking,Rain,Home,Happy
149,2025-08-20T00:00:00Z,20865,3556.73,15.9,1217,11.4,144,Yoga,Snow,Park,Stressed
761,2024-02-02T00:00:00Z,18788,2884.68,18.9,500,4.2,168,Cycling,Snow,Gym,Happy
576,2024-10-01T00:00:00Z,16301,2076.83,2.12,289,3.1,156,Walking,Rain,Home,Tired
985,2025-02-10T00:00:00Z,20465,3808.04,9.19,110,8.3,174,Cycling,Clear,Gym,Stressed
757,2023-12-14T00:00:00Z,26379,3185.55,11.4,1092,8.5,175,Swimming,Snow,Home,Stressed
374,2025-05-11T00:00:00Z,17378,2704.31,6.57,30,10.4,172,Gym Workout,Snow,Park,Stressed
834,2025-09-07T00:00:00Z,12965,2790.96,9.71,95,0.4,115,None,Clear,Office,Stressed
72,2023-03-23T00:00:00Z,9601,3993.2,17.5,463,0.6,66,Cycling,Fog,Home,Happy
